filename,k,freq_hz,magnitude,width_hz,noise_floor,snr
mixed_7-bebop_001_.wav,8,796.9565,2.85E+01,34.1797,1.32E+01,2.158
mixed_7-bebop_001_.wav,9,897.3548,2.83E+01,14.6484,1.02E+01,2.767
mixed_7-bebop_001_.wav,10,995.2121,1.00E+01,28.3203,6.20E+00,1.6174
mixed_7-bebop_002_.wav,1,46.7599,1.59E+02,19.5312,3.97E+01,3.9999
mixed_7-bebop_002_.wav,2,93.4322,6.49E+01,36.1328,5.11E+01,1.2713
mixed_7-bebop_002_.wav,3,137.6953,8.83E+01,21.4844,4.31E+01,2.047
mixed_7-bebop_002_.wav,4,186.3238,3.17E+01,15.625,2.68E+01,1.185
mixed_7-bebop_002_.wav,5,233.602,4.48E+01,37.1094,1.65E+01,2.7089
mixed_7-bebop_002_.wav,6,281.2322,1.21E+01,34.1797,1.11E+01,1.0973
mixed_7-bebop_002_.wav,7,326.7499,1.09E+01,0.9766,1.04E+01,1.0457
mixed_7-bebop_002_.wav,8,376.9345,3.17E+01,39.0625,1.22E+01,2.599
mixed_7-bebop_002_.wav,9,422.3679,1.25E+01,5.8594,8.81E+00,1.4175
mixed_7-bebop_002_.wav,10,470.5852,1.38E+01,37.1094,5.40E+00,2.5481
mixed_7-bebop_003_.wav,1,54.965,1.97E+02,27.3438,4.43E+01,4.4436
mixed_7-bebop_003_.wav,2,111.3136,6.46E+01,37.1094,5.44E+01,1.1864
mixed_7-bebop_003_.wav,3,164.9742,6.22E+01,20.5078,2.90E+01,2.1475
mixed_7-bebop_003_.wav,4,218.1423,4.28E+01,22.4609,2.04E+01,2.0983
mixed_7-bebop_003_.wav,5,276.3672,1.57E+01,37.1094,1.37E+01,1.1407
mixed_7-bebop_003_.wav,6,331.0547,1.23E+01,0,1.03E+01,1.1938
mixed_7-bebop_003_.wav,7,385.7422,2.85E+01,9.7656,1.27E+01,2.2419
mixed_7-bebop_003_.wav,8,437.5343,1.97E+01,38.0859,1.07E+01,1.8311
mixed_7-bebop_003_.wav,9,490.4758,1.51E+01,37.1094,9.44E+00,1.6003
mixed_7-bebop_003_.wav,10,546.8931,8.92E+00,34.1797,7.00E+00,1.2749
mixed_7-bebop_004_.wav,1,52.8177,2.81E+02,8.8496,3.89E+01,7.235
mixed_7-bebop_004_.wav,2,104.1647,1.05E+02,29.8673,6.25E+01,1.679
mixed_7-bebop_004_.wav,3,157.023,7.93E+01,32.0796,3.75E+01,2.1172
mixed_7-bebop_004_.wav,4,211.4598,3.63E+01,36.5044,2.84E+01,1.2777
mixed_7-bebop_004_.wav,5,264.5545,3.77E+01,18.8053,2.00E+01,1.8892
mixed_7-bebop_004_.wav,6,320.7697,1.06E+01,3.3186,1.00E+01,1.0572
mixed_7-bebop_004_.wav,7,368.3628,2.09E+01,34.292,1.02E+01,2.0357
mixed_7-bebop_004_.wav,8,425.074,1.04E+01,0,8.33E+00,1.2456
mixed_7-bebop_004_.wav,9,474.5575,1.11E+01,39.823,6.75E+00,1.6462
mixed_7-bebop_004_.wav,10,528.7611,1.26E+01,27.6549,6.44E+00,1.9562
mixed_8-bebop_000_.wav,1,58.6293,2.48E+02,11.7188,4.91E+01,5.0473
mixed_8-bebop_000_.wav,2,116.7866,6.02E+01,36.1328,4.35E+01,1.3837
mixed_8-bebop_000_.wav,3,173.8849,5.55E+01,16.6016,2.25E+01,2.4628
mixed_8-bebop_000_.wav,4,232.2461,5.88E+00,30.2734,1.41E+01,0.4174
mixed_8-bebop_000_.wav,5,290.0391,2.51E+01,0,1.05E+01,2.3901
mixed_8-bebop_000_.wav,6,351.3496,1.70E+01,35.1562,9.55E+00,1.7805
mixed_8-bebop_000_.wav,7,411.201,6.22E+01,16.6016,1.18E+01,5.2899
mixed_8-bebop_000_.wav,8,466.8194,9.66E+00,19.5312,5.75E+00,1.6812
mixed_8-bebop_000_.wav,9,530.2734,1.56E+01,28.3203,4.41E+00,3.5473
mixed_8-bebop_000_.wav,10,586.652,1.03E+01,21.4844,3.96E+00,2.5947
mixed_8-bebop_001_.wav,1,48.7525,2.38E+02,23.4375,3.78E+01,6.3083
mixed_8-bebop_001_.wav,2,94.7266,6.09E+01,35.1562,5.84E+01,1.042
mixed_8-bebop_001_.wav,3,144.881,7.13E+01,36.1328,3.45E+01,2.0674
mixed_8-bebop_001_.wav,4,197.7414,3.51E+01,30.2734,1.40E+01,2.4975
mixed_8-bebop_001_.wav,5,243.849,1.10E+01,38.0859,1.10E+01,1
mixed_8-bebop_001_.wav,6,292.1116,1.36E+01,0.9766,6.92E+00,1.9718
mixed_8-bebop_001_.wav,7,338.8672,1.15E+01,22.4609,7.26E+00,1.5815
mixed_8-bebop_001_.wav,8,392.819,9.78E+01,6.8359,1.03E+01,9.4917
mixed_8-bebop_001_.wav,9,441.7788,9.35E+00,39.0625,9.96E+00,0.9387
mixed_8-bebop_001_.wav,10,489.6326,1.61E+01,32.2266,7.22E+00,2.2261
mixed_8-bebop_002_.wav,1,74.5631,1.49E+02,39.0625,4.54E+01,3.2758
mixed_8-bebop_002_.wav,2,146.6244,8.89E+01,21.4844,3.07E+01,2.8988
mixed_8-bebop_002_.wav,3,222.4163,2.54E+01,21.4844,1.17E+01,2.1683
mixed_8-bebop_002_.wav,4,295.5135,1.25E+01,0.9766,6.12E+00,2.0361
mixed_8-bebop_002_.wav,5,372.6437,1.05E+01,0.9766,1.07E+01,0.9847
mixed_8-bebop_002_.wav,6,447.688,7.14E+00,39.0625,8.42E+00,0.8475
mixed_8-bebop_002_.wav,7,522.4609,1.13E+01,14.6484,6.61E+00,1.7039
mixed_8-bebop_002_.wav,8,594.342,1.16E+01,28.3203,5.61E+00,2.0707
mixed_8-bebop_002_.wav,9,667.0277,8.13E+00,39.0625,5.27E+00,1.5434
mixed_8-bebop_002_.wav,10,745.1172,5.34E+01,19.5312,1.70E+01,3.1302
mixed_8-bebop_003_.wav,1,53.4708,1.97E+02,32.2266,6.60E+01,2.9847
mixed_8-bebop_003_.wav,2,107.0406,1.28E+02,39.0625,7.30E+01,1.7487
mixed_8-bebop_003_.wav,3,159.1515,8.29E+01,28.3203,3.72E+01,2.2258
mixed_8-bebop_003_.wav,4,214.5895,4.23E+01,35.1562,2.09E+01,2.0276
mixed_8-bebop_003_.wav,5,266.6381,1.91E+01,31.25,1.19E+01,1.6051
mixed_8-bebop_003_.wav,6,322.8973,9.59E+00,0.9766,9.78E+00,0.9804
mixed_8-bebop_003_.wav,7,373.0469,2.41E+01,5.8594,1.19E+01,2.0244
mixed_8-bebop_003_.wav,8,429.6157,2.30E+01,19.5312,9.90E+00,2.3189
mixed_8-bebop_003_.wav,9,484.4015,1.68E+01,28.3203,6.85E+00,2.459
mixed_8-bebop_003_.wav,10,535.0091,1.52E+01,38.0859,6.34E+00,2.4004
mixed_8-bebop_004_.wav,1,71.5726,2.23E+02,38.7168,5.62E+01,3.9761
mixed_8-bebop_004_.wav,2,143.4526,5.77E+01,28.7611,4.54E+01,1.2702
mixed_8-bebop_004_.wav,3,213.0537,4.43E+01,38.7168,2.34E+01,1.8904
mixed_8-bebop_004_.wav,4,290.9292,2.00E+01,1.1062,1.21E+01,1.6547
mixed_8-bebop_004_.wav,5,357.6219,9.11E+00,6.6372,9.40E+00,0.9699
mixed_8-bebop_004_.wav,6,428.7948,2.11E+01,37.6106,9.15E+00,2.3081
mixed_8-bebop_004_.wav,7,501.5796,1.09E+01,38.7168,7.65E+00,1.4309
mixed_8-bebop_004_.wav,8,577.4336,1.26E+01,38.7168,7.03E+00,1.7879
mixed_8-bebop_004_.wav,9,647.1261,5.76E+00,27.6549,4.20E+00,1.3731
mixed_8-bebop_004_.wav,10,715.708,1.86E+01,17.6991,8.15E+00,2.2795
mixed_9-bebop_000_.wav,1,48.8652,2.54E+02,20.5078,4.68E+01,5.4378
mixed_9-bebop_000_.wav,2,100.5859,6.17E+01,39.0625,4.74E+01,1.3011
mixed_9-bebop_000_.wav,3,146.514,5.82E+01,39.0625,2.70E+01,2.1567
mixed_9-bebop_000_.wav,4,192.3828,4.49E+01,39.0625,2.06E+01,2.1809
mixed_9-bebop_000_.wav,5,241.2109,2.62E+01,35.1562,1.85E+01,1.4116
mixed_9-bebop_000_.wav,6,292.2441,3.66E+01,32.2266,1.83E+01,2.0016
mixed_9-bebop_000_.wav,7,342.6636,4.81E+01,28.3203,2.61E+01,1.847
mixed_9-bebop_000_.wav,8,393.5547,5.30E+01,2.9297,3.11E+01,1.7046
mixed_9-bebop_000_.wav,9,439.17,5.23E+01,10.7422,3.94E+01,1.3295
mixed_9-bebop_000_.wav,10,489.3825,7.04E+01,0.9766,3.34E+01,2.1085
mixed_9-bebop_001_.wav,1,48.8454,1.77E+02,19.5312,2.99E+01,5.9038
mixed_9-bebop_001_.wav,2,99.4252,5.67E+01,39.0625,3.16E+01,1.7959
mixed_9-bebop_001_.wav,3,149.4141,3.23E+01,37.1094,1.75E+01,1.8424
mixed_9-bebop_001_.wav,4,193.3561,1.88E+01,37.1094,1.17E+01,1.6138
mixed_9-bebop_001_.wav,5,245.9787,2.58E+01,22.4609,1.21E+01,2.1276
mixed_9-bebop_001_.wav,6,293.1762,2.75E+01,35.1562,1.75E+01,1.5684
mixed_9-bebop_001_.wav,7,344.7266,3.70E+01,33.2031,2.61E+01,1.4167
mixed_9-bebop_001_.wav,8,393.5547,1.24E+02,18.5547,3.58E+01,3.4747
mixed_9-bebop_001_.wav,9,442.3828,4.39E+01,28.3203,3.69E+01,1.1873
mixed_9-bebop_001_.wav,10,490.5237,4.62E+01,37.1094,3.55E+01,1.3014
mixed_9-bebop_002_.wav,1,59.9807,2.00E+02,33.2031,4.28E+01,4.674
mixed_9-bebop_002_.wav,2,116.2109,6.02E+01,24.4141,2.85E+01,2.1073
mixed_9-bebop_002_.wav,3,176.6783,2.11E+01,39.0625,1.60E+01,1.316
mixed_9-bebop_002_.wav,4,236.2176,1.34E+01,38.0859,9.08E+00,1.4738
mixed_9-bebop_002_.wav,5,299.7026,1.40E+01,20.5078,5.25E+00,2.6639
mixed_9-bebop_002_.wav,6,357.494,7.15E+00,34.1797,4.50E+00,1.5882
mixed_9-bebop_002_.wav,7,415.8134,6.02E+01,21.4844,3.09E+00,19.4738
mixed_9-bebop_002_.wav,8,475.4273,1.66E+00,32.2266,1.36E+00,1.2148
mixed_9-bebop_002_.wav,9,537.8574,4.25E+00,2.9297,1.62E+00,2.6307
mixed_9-bebop_002_.wav,10,592.7734,1.34E+00,29.2969,1.19E+00,1.1305
mixed_9-bebop_003_.wav,1,72.1444,1.60E+02,29.2969,3.38E+01,4.7266
mixed_9-bebop_003_.wav,2,141.6016,1.96E+01,33.2031,1.51E+01,1.3005
mixed_9-bebop_003_.wav,3,215.6709,1.40E+01,33.2031,6.78E+00,2.0692
mixed_9-bebop_003_.wav,4,290.9981,5.50E+00,7.8125,4.32E+00,1.2734
mixed_9-bebop_003_.wav,5,364.2578,5.85E+00,16.6016,5.10E+00,1.1491
mixed_9-bebop_003_.wav,6,432.5905,2.34E+00,5.8594,1.99E+00,1.1763
mixed_9-bebop_003_.wav,7,502.9297,1.55E+00,36.1328,1.27E+00,1.2165
mixed_9-bebop_003_.wav,8,575.1953,1.52E+00,7.8125,1.66E+00,0.9138
mixed_9-bebop_003_.wav,9,648.3274,2.89E+00,25.3906,1.60E+00,1.8063
mixed_9-bebop_003_.wav,10,720.5424,2.79E+00,32.2266,2.49E+00,1.1217
mixed_9-bebop_004_.wav,1,50.9779,2.64E+02,22.1239,4.11E+01,6.4098
mixed_9-bebop_004_.wav,2,105.0885,6.49E+01,34.292,5.76E+01,1.1259
mixed_9-bebop_004_.wav,3,150.4425,6.94E+01,32.0796,3.63E+01,1.9116
mixed_9-bebop_004_.wav,4,202.1613,4.64E+01,33.1858,2.54E+01,1.8267
mixed_9-bebop_004_.wav,5,253.2852,2.57E+01,19.9115,1.59E+01,1.6132
mixed_9-bebop_004_.wav,6,305.4557,2.67E+01,26.5487,9.18E+00,2.9086
mixed_9-bebop_004_.wav,7,355.3148,2.78E+01,32.0796,8.89E+00,3.1307
mixed_9-bebop_004_.wav,8,410.3982,8.73E+00,35.3982,1.09E+01,0.8026
mixed_9-bebop_004_.wav,9,455.6008,2.95E+01,14.3805,5.50E+00,5.3564
mixed_9-bebop_004_.wav,10,505.531,2.74E+00,36.5044,2.74E+00,0.9977
mixed_membo_0-membo_000_.wav,1,73.5236,8.98E+02,2.9297,1.14E+02,7.8838
mixed_membo_0-membo_000_.wav,2,143.5547,1.26E+02,22.4609,5.29E+01,2.3793
mixed_membo_0-membo_000_.wav,3,221.5026,1.24E+02,24.4141,5.09E+01,2.4355
mixed_membo_0-membo_000_.wav,4,292.8487,2.87E+02,32.2266,8.16E+01,3.5241
mixed_membo_0-membo_000_.wav,5,365.0114,1.05E+02,35.1562,5.18E+01,2.0311
mixed_membo_0-membo_000_.wav,6,442.3828,2.32E+01,38.0859,2.09E+01,1.1096
mixed_membo_0-membo_000_.wav,7,515.625,3.90E+01,38.0859,1.77E+01,2.2105
mixed_membo_0-membo_000_.wav,8,585.9445,4.53E+01,35.1562,2.71E+01,1.6729
mixed_membo_0-membo_000_.wav,9,656.25,4.70E+01,27.3438,2.31E+01,2.0363
mixed_membo_0-membo_000_.wav,10,735.3516,2.41E+01,38.0859,1.29E+01,1.8705
mixed_membo_0-membo_001_.wav,1,51.0996,4.78E+02,23.4375,7.65E+01,6.2531
mixed_membo_0-membo_001_.wav,2,98.6328,1.64E+02,25.3906,8.60E+01,1.9033
mixed_membo_0-membo_001_.wav,3,155.2734,6.83E+01,39.0625,6.04E+01,1.1308
mixed_membo_0-membo_001_.wav,4,202.8073,1.63E+02,39.0625,8.09E+01,2.0107
mixed_membo_0-membo_001_.wav,5,250.9766,8.74E+01,36.1328,7.17E+01,1.2184
mixed_membo_0-membo_001_.wav,6,302.8433,8.98E+01,28.3203,7.81E+01,1.1496
mixed_membo_0-membo_001_.wav,7,356.7526,2.13E+02,34.1797,1.22E+02,1.7413
mixed_membo_0-membo_001_.wav,8,404.8637,2.35E+02,38.0859,1.29E+02,1.8225
mixed_membo_0-membo_001_.wav,9,455.6799,1.37E+02,37.1094,9.22E+01,1.4872
mixed_membo_0-membo_001_.wav,10,507.0104,1.06E+02,30.2734,5.80E+01,1.8374
mixed_membo_0-membo_002_.wav,1,54.3908,5.25E+02,0.9766,3.88E+01,13.5192
mixed_membo_0-membo_002_.wav,2,112.3047,6.17E+01,30.2734,3.54E+01,1.7429
mixed_membo_0-membo_002_.wav,3,162.2137,3.93E+01,32.2266,3.30E+01,1.192
mixed_membo_0-membo_002_.wav,4,217.6295,4.09E+01,36.1328,3.43E+01,1.192
mixed_membo_0-membo_002_.wav,5,276.3672,5.05E+01,36.1328,2.70E+01,1.8688
mixed_membo_0-membo_002_.wav,6,330.2463,2.88E+01,35.1562,2.16E+01,1.3346
mixed_membo_0-membo_002_.wav,7,385.0672,4.02E+01,39.0625,1.84E+01,2.1905
mixed_membo_0-membo_002_.wav,8,434.5703,4.42E+01,32.2266,1.53E+01,2.885
mixed_membo_0-membo_002_.wav,9,495.1172,1.07E+01,27.3438,8.09E+00,1.3239
mixed_membo_0-membo_002_.wav,10,549.8047,1.80E+01,28.3203,9.42E+00,1.9085
mixed_membo_0-membo_003_.wav,1,53.2178,4.01E+02,0.9766,2.24E+01,17.8804
mixed_membo_0-membo_003_.wav,2,105.0694,3.35E+01,31.25,3.20E+01,1.044
mixed_membo_0-membo_003_.wav,3,157.921,2.84E+01,37.1094,3.10E+01,0.9175
mixed_membo_0-membo_003_.wav,4,210.8353,3.90E+01,33.2031,2.59E+01,1.508
mixed_membo_0-membo_003_.wav,5,260.7422,4.50E+01,18.5547,2.10E+01,2.1387
mixed_membo_0-membo_003_.wav,6,315.5949,7.29E+00,28.3203,1.27E+01,0.573
mixed_membo_0-membo_003_.wav,7,372.0703,1.24E+01,33.2031,9.44E+00,1.3154
mixed_membo_0-membo_003_.wav,8,421.3022,1.67E+01,28.3203,7.80E+00,2.1454
mixed_membo_0-membo_003_.wav,9,471.6797,1.08E+01,31.25,6.64E+00,1.6301
mixed_membo_0-membo_003_.wav,10,524.4141,5.93E+00,37.1094,5.43E+00,1.0916
mixed_membo_0-membo_004_.wav,1,52.9775,2.73E+02,1.1062,1.88E+01,14.5651
mixed_membo_0-membo_004_.wav,2,108.6811,7.81E+01,36.5044,2.93E+01,2.6659
mixed_membo_0-membo_004_.wav,3,155.9735,4.09E+01,37.6106,3.06E+01,1.3339
mixed_membo_0-membo_004_.wav,4,209.0708,3.91E+01,22.1239,2.58E+01,1.5107
mixed_membo_0-membo_004_.wav,5,267.8668,3.23E+01,36.5044,1.39E+01,2.3293
mixed_membo_0-membo_004_.wav,6,321.2152,1.69E+01,27.6549,9.57E+00,1.763
mixed_membo_0-membo_004_.wav,7,375,1.20E+01,30.9735,6.16E+00,1.9412
mixed_membo_0-membo_004_.wav,8,424.0359,1.12E+01,36.5044,4.00E+00,2.7973
mixed_membo_0-membo_004_.wav,9,474.5575,4.74E+00,32.0796,3.31E+00,1.4311
mixed_membo_0-membo_004_.wav,10,529.7636,3.62E+00,38.7168,3.18E+00,1.1393
mixed_membo_1-membo_000_.wav,1,49.6097,1.30E+02,0.9766,1.51E+00,86.03
mixed_membo_1-membo_000_.wav,2,100.0424,6.29E+00,0.9766,1.51E+00,4.1542
mixed_membo_1-membo_000_.wav,3,152.3438,8.15E+01,2.9297,1.22E+00,66.8743
mixed_membo_1-membo_000_.wav,4,200.2472,2.90E+00,19.5312,1.29E+00,2.2471
mixed_membo_1-membo_000_.wav,5,246.0938,4.81E+00,32.2266,1.63E+00,2.9545
mixed_membo_1-membo_000_.wav,6,295.8984,5.18E+00,1.9531,2.26E+00,2.2884
mixed_membo_1-membo_000_.wav,7,351.5625,1.79E+01,4.8828,1.94E+00,9.2401
mixed_membo_1-membo_000_.wav,8,399.5528,2.45E+00,34.1797,1.21E+00,2.0142
mixed_membo_1-membo_000_.wav,9,446.3827,2.55E+00,12.6953,8.06E-01,3.1694
mixed_membo_1-membo_000_.wav,10,499.9498,3.16E+00,33.2031,1.16E+00,2.7316
mixed_membo_1-membo_001_.wav,1,49.5819,1.06E+02,0.9766,1.53E+00,69.2394
mixed_membo_1-membo_001_.wav,2,99.6141,1.16E+01,1.9531,1.89E+00,6.1615
mixed_membo_1-membo_001_.wav,3,152.3438,7.23E+01,1.9531,1.80E+00,40.135
mixed_membo_1-membo_001_.wav,4,200.1444,4.77E+00,8.7891,2.01E+00,2.3795
mixed_membo_1-membo_001_.wav,5,249.7146,5.03E+00,36.1328,2.86E+00,1.7561
mixed_membo_1-membo_001_.wav,6,295.8984,2.87E+01,1.9531,4.13E+00,6.9555
mixed_membo_1-membo_001_.wav,7,351.5625,1.62E+01,3.9062,4.01E+00,4.0459
mixed_membo_1-membo_001_.wav,8,400.3426,5.65E+00,39.0625,3.74E+00,1.5118
mixed_membo_1-membo_001_.wav,9,445.995,3.97E+00,19.5312,2.76E+00,1.4351
mixed_membo_1-membo_001_.wav,10,500.1682,8.43E+00,24.4141,2.74E+00,3.079
mixed_membo_1-membo_002_.wav,1,49.5668,1.11E+02,0.9766,2.13E+00,52.0423
mixed_membo_1-membo_002_.wav,2,99.7398,1.27E+01,1.9531,2.99E+00,4.2419
mixed_membo_1-membo_002_.wav,3,152.3438,6.93E+01,0.9766,2.52E+00,27.4446
mixed_membo_1-membo_002_.wav,4,200.1008,1.40E+00,39.0625,1.83E+00,0.7671
mixed_membo_1-membo_002_.wav,5,248.9861,6.16E+00,37.1094,2.39E+00,2.5786
mixed_membo_1-membo_002_.wav,6,298.0079,1.12E+01,2.9297,3.99E+00,2.8087
mixed_membo_1-membo_002_.wav,7,351.5625,3.14E+01,2.9297,3.80E+00,8.2523
mixed_membo_1-membo_002_.wav,8,396.5171,3.73E+00,26.3672,2.86E+00,1.3045
mixed_membo_1-membo_002_.wav,9,451.1719,4.74E+00,27.3438,3.38E+00,1.4013
mixed_membo_1-membo_002_.wav,10,500.9766,8.13E+00,37.1094,4.51E+00,1.8041
mixed_membo_1-membo_003_.wav,1,49.6069,1.22E+02,0.9766,1.95E+00,62.5709
mixed_membo_1-membo_003_.wav,2,100.185,6.68E+00,18.5547,2.51E+00,2.6597
mixed_membo_1-membo_003_.wav,3,152.3438,4.42E+01,0.9766,2.52E+00,17.5839
mixed_membo_1-membo_003_.wav,4,200.2743,5.46E+00,36.1328,3.21E+00,1.6986
mixed_membo_1-membo_003_.wav,5,251.9531,7.75E+00,27.3438,5.13E+00,1.5116
mixed_membo_1-membo_003_.wav,6,295.8984,1.37E+01,1.9531,6.00E+00,2.2778
mixed_membo_1-membo_003_.wav,7,349.8937,9.51E+00,0.9766,4.82E+00,1.9715
mixed_membo_1-membo_003_.wav,8,397.5161,3.61E+00,39.0625,3.01E+00,1.1981
mixed_membo_1-membo_003_.wav,9,446.3463,4.14E+00,11.7188,2.60E+00,1.5887
mixed_membo_1-membo_003_.wav,10,497.4273,4.38E+00,29.2969,3.48E+00,1.2588
mixed_membo_1-membo_004_.wav,1,49.605,1.18E+02,1.1062,1.98E+00,59.5735
mixed_membo_1-membo_004_.wav,2,100.6867,7.57E+00,29.8673,2.99E+00,2.5339
mixed_membo_1-membo_004_.wav,3,151.5487,2.79E+01,1.1062,2.82E+00,9.8992
mixed_membo_1-membo_004_.wav,4,195.7965,2.92E+00,28.7611,2.88E+00,1.0123
mixed_membo_1-membo_004_.wav,5,246.7729,4.61E+00,36.5044,3.45E+00,1.3354
mixed_membo_1-membo_004_.wav,6,296.0234,1.35E+01,1.1062,5.67E+00,2.3852
mixed_membo_1-membo_004_.wav,7,350.8042,6.30E+01,3.3186,5.88E+00,10.7281
mixed_membo_1-membo_004_.wav,8,401.5487,3.75E+00,27.6549,5.21E+00,0.7207
mixed_membo_1-membo_004_.wav,9,445.9755,9.01E+00,38.7168,5.44E+00,1.6566
mixed_membo_1-membo_004_.wav,10,501.1062,1.10E+01,39.823,6.95E+00,1.5841
mixed_membo_10-membo_000_.wav,1,49.4188,1.45E+02,8.7891,1.65E+01,8.8054
mixed_membo_10-membo_000_.wav,2,96.6797,7.03E+01,39.0625,4.32E+01,1.6267
mixed_membo_10-membo_000_.wav,3,152.3438,6.04E+01,35.1562,4.64E+01,1.3009
mixed_membo_10-membo_000_.wav,4,202.1484,1.16E+02,30.2734,4.96E+01,2.3401
mixed_membo_10-membo_000_.wav,5,248.9234,1.01E+02,28.3203,4.71E+01,2.1462
mixed_membo_10-membo_000_.wav,6,301.7578,7.99E+01,21.4844,4.76E+01,1.6771
mixed_membo_10-membo_000_.wav,7,350.4077,6.69E+01,38.0859,4.22E+01,1.5856
mixed_membo_10-membo_000_.wav,8,399.6322,7.15E+01,37.1094,3.99E+01,1.7901
mixed_membo_10-membo_000_.wav,9,448.7404,3.49E+01,38.0859,4.62E+01,0.7552
mixed_membo_10-membo_000_.wav,10,496.0039,7.96E+01,36.1328,3.48E+01,2.2871
mixed_membo_10-membo_001_.wav,1,49.0192,1.23E+02,21.4844,2.45E+01,5.0134
mixed_membo_10-membo_001_.wav,2,97.757,8.50E+01,38.0859,3.56E+01,2.3882
mixed_membo_10-membo_001_.wav,3,143.5547,8.33E+01,34.1797,3.38E+01,2.4642
mixed_membo_10-membo_001_.wav,4,195.0205,6.61E+01,39.0625,3.81E+01,1.7371
mixed_membo_10-membo_001_.wav,5,246.1433,3.58E+01,39.0625,4.03E+01,0.8868
mixed_membo_10-membo_001_.wav,6,290.9188,5.24E+01,25.3906,3.23E+01,1.6207
mixed_membo_10-membo_001_.wav,7,342.6779,7.68E+01,36.1328,3.28E+01,2.3436
mixed_membo_10-membo_001_.wav,8,389.7742,4.25E+01,37.1094,3.66E+01,1.1614
mixed_membo_10-membo_001_.wav,9,439.6963,6.85E+01,36.1328,3.26E+01,2.1026
mixed_membo_10-membo_001_.wav,10,486.3272,5.84E+01,24.4141,2.97E+01,1.9653
mixed_membo_10-membo_002_.wav,1,49.0664,9.76E+01,0.9766,1.27E+01,7.6909
mixed_membo_10-membo_002_.wav,2,94.7266,3.58E+01,34.1797,2.11E+01,1.6936
mixed_membo_10-membo_002_.wav,3,148.7656,2.95E+01,37.1094,2.28E+01,1.2923
mixed_membo_10-membo_002_.wav,4,196.1679,3.24E+01,32.2266,2.76E+01,1.1719
mixed_membo_10-membo_002_.wav,5,241.2109,4.07E+01,37.1094,2.32E+01,1.7576
mixed_membo_10-membo_002_.wav,6,292.5475,5.30E+01,38.0859,2.31E+01,2.2987
mixed_membo_10-membo_002_.wav,7,343.7251,3.94E+01,33.2031,2.48E+01,1.5891
mixed_membo_10-membo_002_.wav,8,387.6953,4.39E+01,39.0625,2.38E+01,1.8481
mixed_membo_10-membo_002_.wav,9,437.319,3.03E+01,39.0625,2.19E+01,1.3836
mixed_membo_10-membo_002_.wav,10,488.2697,3.91E+01,33.2031,2.15E+01,1.8196
mixed_membo_10-membo_003_.wav,1,49.3904,1.19E+02,0.9766,2.36E+00,50.5652
mixed_membo_10-membo_003_.wav,2,100.1012,1.37E+01,38.0859,6.42E+00,2.131
mixed_membo_10-membo_003_.wav,3,147.6971,1.95E+01,33.2031,9.70E+00,2.0149
mixed_membo_10-membo_003_.wav,4,200.0784,3.14E+01,39.0625,1.30E+01,2.4089
mixed_membo_10-membo_003_.wav,5,246.0938,3.06E+01,37.1094,1.43E+01,2.1382
mixed_membo_10-membo_003_.wav,6,295.8984,3.29E+01,33.2031,1.34E+01,2.4592
mixed_membo_10-membo_003_.wav,7,348.584,3.27E+01,33.2031,1.42E+01,2.3026
mixed_membo_10-membo_003_.wav,8,399.6223,1.77E+01,14.6484,1.39E+01,1.2703
mixed_membo_10-membo_003_.wav,9,446.6102,2.85E+01,35.1562,1.46E+01,1.9516
mixed_membo_10-membo_003_.wav,10,495.689,1.86E+01,38.0859,1.71E+01,1.0834
mixed_membo_10-membo_004_.wav,1,49.3735,1.32E+02,1.1062,3.30E+00,39.8769
mixed_membo_10-membo_004_.wav,2,97.7688,1.58E+01,37.6106,8.50E+00,1.8638
mixed_membo_10-membo_004_.wav,3,151.5487,4.35E+01,34.292,1.45E+01,2.997
mixed_membo_10-membo_004_.wav,4,201.3274,1.65E+01,38.7168,1.47E+01,1.1194
mixed_membo_10-membo_004_.wav,5,250.2866,2.95E+01,37.6106,1.36E+01,2.1635
mixed_membo_10-membo_004_.wav,6,298.4024,2.33E+01,38.7168,1.21E+01,1.9306
mixed_membo_10-membo_004_.wav,7,347.1041,2.85E+01,29.8673,1.23E+01,2.3118
mixed_membo_10-membo_004_.wav,8,400.4396,1.71E+01,39.823,1.19E+01,1.4326
mixed_membo_10-membo_004_.wav,9,447.1875,1.89E+01,34.292,1.09E+01,1.7367
mixed_membo_10-membo_004_.wav,10,501.1062,2.25E+01,37.6106,9.80E+00,2.2959
mixed_membo_11-membo_000_.wav,1,114.9873,7.82E+02,0.9766,1.28E+01,61.1461
mixed_membo_11-membo_000_.wav,2,229.8543,2.82E+02,0.9766,1.23E+01,22.9861
mixed_membo_11-membo_000_.wav,3,344.7769,6.83E+01,39.0625,5.92E+00,11.5236
mixed_membo_11-membo_000_.wav,4,459.7723,1.12E+02,39.0625,6.61E+00,16.9036
mixed_membo_11-membo_000_.wav,5,574.4943,3.22E+01,38.0859,5.72E+00,5.6307
mixed_membo_11-membo_000_.wav,6,692.7509,3.61E+01,20.5078,6.52E+00,5.5416
mixed_membo_11-membo_000_.wav,7,804.5987,1.69E+01,39.0625,5.55E+00,3.0513
mixed_membo_11-membo_000_.wav,8,919.7414,1.83E+01,39.0625,5.46E+00,3.356
mixed_membo_11-membo_000_.wav,9,1034.1797,6.83E+01,39.0625,6.48E+00,10.5549
